age,workclass,education,experience,occupation,hours_per_week,salary
57,,High School,42,Tech-Support,31,50K-75K
27,Private,Masters,6,Admin,38,25K-50K
60,State-Gov,Doctorate,32,Exec-Managerial,42,75K-100K
61,Private,Masters,35,Craft-Repair,44,75K-100K
46,Private,High School,30,Craft-Repair,35,50K-75K
30,Private,Masters,3,Craft-Repair,34,25K-50K
29,Private,Associate,11,Exec-Managerial,37,25K-50K
48,Self-Emp,High School,33,Craft-Repair,46,50K-75K
63,Private,Associate,46,Other-Service,25,50K-75K
19,State-Gov,High School,1,Exec-Managerial,37,25K-50K
52,Private,Bachelors,30,Tech-Support,34,50K-75K
40,Without-Pay,High School,22,Prof-Specialty,43,25K-50K
34,Private,Associate,17,Other-Service,48,25K-50K
43,State-Gov,Bachelors,19,Farming-Fishing,26,25K-50K
25,Private,Masters,2,Sales,42,25K-50K
46,Private,Bachelors,22,Farming-Fishing,47,25K-50K
43,Private,Associate,20,Exec-Managerial,32,50K-75K
27,State-Gov,Bachelors,3,Tech-Support,47,25K-50K
43,Private,Masters,19,Farming-Fishing,32,25K-50K
51,Private,High School,32,Other-Service,44,25K-50K
58,Private,Bachelors,33,Prof-Specialty,49,75K-100K
24,Local-Gov,High School,8,Other-Service,33,25K-50K
21,Private,High School,2,Prof-Specialty,37,25K-50K
62,Private,Bachelors,37,Exec-Managerial,48,75K-100K
28,Local-Gov,Masters,1,Other-Service,21,25K-50K
46,Federal-Gov,High School,31,Farming-Fishing,43,50K-75K
53,Private,Bachelors,31,Tech-Support,54,75K-100K
42,State-Gov,Masters,21,Tech-Support,16,50K-75K
38,Private,Masters,16,Tech-Support,48,50K-75K
53,Private,High School,33,Craft-Repair,46,50K-75K
27,State-Gov,Masters,6,Craft-Repair,39,<=25K
54,Self-Emp,High School,38,Farming-Fishing,43,50K-75K
26,Private,Bachelors,4,Exec-Managerial,41,50K-75K
41,Private,High School,23,Prof-Specialty,35,50K-75K
52,Private,High School,37,Other-Service,49,50K-75K
52,Self-Emp,Bachelors,30,Sales,39,75K-100K
65,Local-Gov,Associate,44,Prof-Specialty,43,75K-100K
53,Private,High School,37,Exec-Managerial,32,75K-100K
35,Self-Emp,High School,19,Prof-Specialty,21,50K-75K
56,Private,Bachelors,31,Prof-Specialty,30,75K-100K
49,Private,High School,32,Craft-Repair,54,50K-75K
41,Private,Bachelors,17,Tech-Support,45,25K-50K
40,Private,High School,22,Sales,36,25K-50K
49,Private,High School,33,Craft-Repair,44,50K-75K
54,Local-Gov,Associate,36,Tech-Support,43,75K-100K
29,Private,Associate,6,Sales,25,25K-50K
30,Private,Associate,8,,46,25K-50K
40,State-Gov,High School,23,Admin,24,25K-50K
42,Private,Masters,19,Craft-Repair,34,50K-75K
52,Private,Bachelors,30,Prof-Specialty,32,75K-100K
58,Private,High School,41,Prof-Specialty,41,75K-100K
47,State-Gov,Associate,28,Prof-Specialty,41,50K-75K
34,Private,Masters,13,Tech-Support,15,50K-75K
37,Private,High School,17,Sales,49,25K-50K
65,Private,High School,45,Other-Service,40,50K-75K
42,,Bachelors,23,Exec-Managerial,47,75K-100K
39,Private,Bachelors,17,Sales,40,50K-75K
30,Private,Bachelors,10,Prof-Specialty,41,25K-50K
36,Private,High School,15,Tech-Support,28,25K-50K
53,Private,High School,35,Sales,33,50K-75K
29,Private,Bachelors,6,Admin,38,25K-50K
58,Local-Gov,High School,41,Farming-Fishing,45,50K-75K
36,Private,Bachelors,17,Exec-Managerial,36,50K-75K
29,Self-Emp,Bachelors,4,Sales,34,25K-50K
26,State-Gov,High School,10,Craft-Repair,32,25K-50K
24,Private,Masters,2,Other-Service,42,<=25K
45,Private,Bachelors,21,Exec-Managerial,39,75K-100K
31,Federal-Gov,Bachelors,8,Admin,32,25K-50K
48,Self-Emp,High School,32,Tech-Support,38,50K-75K
36,Private,High School,17,Sales,33,25K-50K
64,Private,Associate,45,Prof-Specialty,32,75K-100K
33,Private,High School,13,Exec-Managerial,27,50K-75K
22,Private,Doctorate,0,Tech-Support,29,25K-50K
52,Private,High School,32,Prof-Specialty,39,75K-100K
29,Local-Gov,Associate,10,Prof-Specialty,23,25K-50K
42,Private,Associate,25,Other-Service,33,50K-75K
38,Federal-Gov,Bachelors,18,Prof-Specialty,45,75K-100K
53,Private,High School,34,Exec-Managerial,47,75K-100K
40,Private,Associate,23,Craft-Repair,42,25K-50K
33,Self-Emp,High School,16,Sales,46,50K-75K
56,Private,Masters,34,Sales,40,50K-75K
62,Private,High School,44,Craft-Repair,31,50K-75K
59,Private,Masters,34,Exec-Managerial,45,75K-100K
56,Private,Bachelors,35,Exec-Managerial,43,75K-100K
31,Private,High School,10,Other-Service,35,25K-50K
48,Local-Gov,Bachelors,23,Prof-Specialty,35,50K-75K
22,State-Gov,High School,6,Craft-Repair,39,<=25K
52,Private,Masters,30,Craft-Repair,49,75K-100K
40,Self-Emp,Bachelors,15,,36,25K-50K
46,Private,High School,28,Prof-Specialty,15,50K-75K
60,Private,Associate,38,Farming-Fishing,43,50K-75K
28,Private,High School,7,Exec-Managerial,31,25K-50K
35,Private,Doctorate,10,Prof-Specialty,43,50K-75K
64,Private,High School,48,Prof-Specialty,43,75K-100K
29,Private,Bachelors,7,Sales,52,25K-50K
26,Private,Associate,3,Sales,39,25K-50K
27,Private,Masters,3,Exec-Managerial,43,25K-50K
61,Local-Gov,High School,40,Exec-Managerial,41,75K-100K
34,Without-Pay,Bachelors,10,Exec-Managerial,47,50K-75K
55,Private,Associate,36,Farming-Fishing,11,50K-75K
24,Private,Bachelors,0,Admin,34,<=25K
63,Self-Emp,High School,46,Tech-Support,38,75K-100K
30,Self-Emp,High School,9,Exec-Managerial,40,50K-75K
57,Self-Emp,High School,37,Farming-Fishing,30,50K-75K
59,Private,Bachelors,40,Exec-Managerial,42,75K-100K
26,Private,High School,10,Craft-Repair,47,25K-50K
44,Private,Bachelors,23,Prof-Specialty,34,50K-75K
19,Private,High School,1,Prof-Specialty,32,25K-50K
22,Private,Masters,0,Admin,43,25K-50K
46,Self-Emp,Masters,24,Sales,41,50K-75K
54,Self-Emp,Bachelors,29,Sales,41,50K-75K
55,Private,Associate,35,Admin,28,50K-75K
36,Private,High School,16,Tech-Support,61,25K-50K
25,Private,High School,6,Prof-Specialty,20,25K-50K
65,Private,High School,44,Admin,46,50K-75K
62,Private,Bachelors,43,Sales,34,50K-75K
18,State-Gov,Bachelors,0,Prof-Specialty,64,25K-50K
39,Private,Masters,14,Sales,43,50K-75K
34,State-Gov,Associate,11,Admin,48,25K-50K
24,State-Gov,Bachelors,3,Farming-Fishing,43,<=25K
42,Federal-Gov,Associate,24,Admin,20,25K-50K
62,Private,Bachelors,42,Tech-Support,40,75K-100K
21,Private,High School,3,Admin,42,25K-50K
53,Private,Associate,34,Craft-Repair,43,50K-75K
23,Private,Associate,1,Prof-Specialty,49,25K-50K
48,Private,Bachelors,25,Admin,41,50K-75K
36,Self-Emp,Masters,12,Prof-Specialty,46,50K-75K
61,Local-Gov,High School,46,Admin,33,50K-75K
56,Federal-Gov,High School,35,Exec-Managerial,25,75K-100K
44,Private,Associate,26,Prof-Specialty,32,50K-75K
27,Private,Bachelors,2,Admin,34,25K-50K
43,Private,High School,24,Exec-Managerial,32,50K-75K
36,Private,Bachelors,15,Exec-Managerial,30,50K-75K
56,State-Gov,Doctorate,30,Other-Service,32,50K-75K
20,Private,Masters,0,Farming-Fishing,36,<=25K
62,Private,High School,44,Prof-Specialty,31,75K-100K
30,State-Gov,Masters,7,Other-Service,60,25K-50K
45,Private,Bachelors,23,Prof-Specialty,28,50K-75K
37,Local-Gov,Associate,18,Other-Service,43,25K-50K
45,Private,Bachelors,22,Exec-Managerial,35,50K-75K
25,Federal-Gov,Bachelors,3,,44,25K-50K
58,Private,Associate,39,Craft-Repair,38,50K-75K
56,Private,Associate,36,Other-Service,46,50K-75K
18,Private,Associate,0,Admin,36,<=25K
20,Self-Emp,Bachelors,0,Admin,40,<=25K
30,State-Gov,High School,9,,22,<=25K
45,Private,Masters,19,Prof-Specialty,29,50K-75K
42,Local-Gov,Bachelors,21,Farming-Fishing,27,25K-50K
50,State-Gov,Bachelors,26,Craft-Repair,52,50K-75K
55,Private,High School,38,Craft-Repair,47,50K-75K
23,Private,Bachelors,3,Tech-Support,41,25K-50K
61,Private,High School,43,Sales,48,75K-100K
62,Private,High School,45,Prof-Specialty,31,75K-100K
49,Private,Bachelors,24,Other-Service,51,50K-75K
62,Private,Associate,42,Prof-Specialty,40,75K-100K
64,Private,Bachelors,44,Exec-Managerial,38,75K-100K
38,Private,High School,17,Craft-Repair,48,25K-50K
33,Private,Associate,13,Prof-Specialty,47,50K-75K
38,Local-Gov,High School,21,Other-Service,28,25K-50K
28,Private,Doctorate,2,Sales,46,25K-50K
54,Self-Emp,Bachelors,29,Admin,38,50K-75K
53,Private,Bachelors,30,Exec-Managerial,42,75K-100K
52,Private,High School,35,,36,50K-75K
36,Self-Emp,High School,17,Farming-Fishing,31,25K-50K
37,Private,Doctorate,10,Admin,29,50K-75K
35,Private,High School,16,Other-Service,35,25K-50K
64,Private,Associate,41,Farming-Fishing,43,50K-75K
58,Private,Bachelors,34,Admin,42,75K-100K
31,Private,High School,11,Other-Service,41,25K-50K
32,Private,Bachelors,7,Exec-Managerial,46,50K-75K
48,Private,Bachelors,29,Craft-Repair,39,50K-75K
18,State-Gov,High School,0,Admin,55,<=25K
20,State-Gov,High School,0,Farming-Fishing,43,<=25K
33,Private,High School,16,Prof-Specialty,32,25K-50K
40,Private,Masters,15,Other-Service,29,25K-50K
28,Private,Bachelors,4,Prof-Specialty,42,25K-50K
29,State-Gov,High School,12,Exec-Managerial,38,25K-50K
27,Private,High School,7,Sales,30,25K-50K
49,Private,Bachelors,27,Sales,38,50K-75K
33,Private,Bachelors,8,Exec-Managerial,35,25K-50K
25,Self-Emp,Associate,2,Other-Service,36,25K-50K
55,Private,Associate,36,Admin,50,50K-75K
29,Private,High School,14,Farming-Fishing,45,25K-50K
41,Private,Bachelors,19,Other-Service,48,25K-50K
45,Private,Doctorate,17,Tech-Support,53,50K-75K
25,Private,High School,7,Sales,41,25K-50K
45,Private,Bachelors,26,Other-Service,42,50K-75K
53,Self-Emp,Associate,33,,42,50K-75K
43,Private,Associate,25,Tech-Support,48,50K-75K
25,Private,High School,6,Admin,48,<=25K
45,Private,Bachelors,22,Farming-Fishing,35,50K-75K
45,Private,Associate,25,Prof-Specialty,30,50K-75K
54,Private,Bachelors,30,Tech-Support,31,50K-75K
58,Private,High School,42,Sales,40,75K-100K
53,Private,High School,33,Exec-Managerial,30,50K-75K
44,Private,High School,26,Admin,42,50K-75K
34,Self-Emp,Bachelors,10,Other-Service,22,25K-50K
26,Private,High School,7,Exec-Managerial,54,50K-75K
50,Local-Gov,Bachelors,27,Prof-Specialty,29,50K-75K
37,Private,Associate,15,Sales,34,50K-75K
30,Private,Associate,9,Exec-Managerial,35,25K-50K
45,Private,Associate,22,Sales,51,50K-75K
65,Private,Associate,44,Craft-Repair,39,75K-100K
46,Self-Emp,High School,28,Craft-Repair,31,50K-75K
30,Local-Gov,High School,13,Admin,39,25K-50K
63,Private,Bachelors,39,Admin,40,50K-75K
52,Private,Bachelors,32,Craft-Repair,43,50K-75K
23,Self-Emp,High School,8,Admin,31,<=25K
35,Self-Emp,Associate,13,Exec-Managerial,47,50K-75K
22,Local-Gov,High School,7,Exec-Managerial,41,25K-50K
64,Private,High School,49,Sales,51,50K-75K
42,Self-Emp,High School,23,Prof-Specialty,38,50K-75K
19,Private,Masters,0,Exec-Managerial,39,25K-50K
27,Private,High School,10,Exec-Managerial,38,25K-50K
47,Private,High School,30,Tech-Support,50,75K-100K
62,Private,High School,46,,45,50K-75K
22,Private,High School,4,Admin,34,25K-50K
50,Private,Bachelors,25,Exec-Managerial,61,75K-100K
18,Private,High School,0,Sales,34,<=25K
35,Private,High School,19,Craft-Repair,35,50K-75K
49,Private,Bachelors,25,Sales,47,50K-75K
64,Private,High School,45,Craft-Repair,38,75K-100K
28,Private,Bachelors,6,Prof-Specialty,31,25K-50K
38,Self-Emp,Bachelors,19,Other-Service,49,50K-75K
43,Private,High School,24,Prof-Specialty,56,50K-75K
42,Private,Bachelors,19,Prof-Specialty,31,50K-75K
39,Local-Gov,High School,21,Craft-Repair,49,50K-75K
44,Private,Bachelors,22,Prof-Specialty,36,75K-100K
30,Self-Emp,Associate,13,Craft-Repair,23,25K-50K
50,Private,High School,35,Admin,45,50K-75K
51,Local-Gov,Bachelors,30,Exec-Managerial,25,75K-100K
58,Private,Masters,36,Craft-Repair,34,50K-75K
52,Self-Emp,Doctorate,27,Craft-Repair,37,75K-100K
18,Private,Bachelors,0,Craft-Repair,39,25K-50K
38,Local-Gov,Associate,15,Prof-Specialty,48,50K-75K
65,Private,High School,50,Farming-Fishing,35,50K-75K
23,Private,High School,6,Sales,51,25K-50K
45,Private,Associate,22,Sales,39,50K-75K
34,Local-Gov,Associate,14,Admin,31,25K-50K
22,Private,Masters,0,Farming-Fishing,44,<=25K
48,Private,Associate,30,Tech-Support,54,50K-75K
22,Private,Associate,0,Craft-Repair,36,25K-50K
55,Private,Associate,33,Admin,31,50K-75K
20,Private,Bachelors,0,Sales,35,<=25K
40,Private,Bachelors,19,Prof-Specialty,26,50K-75K
54,Without-Pay,Bachelors,33,Exec-Managerial,42,50K-75K
54,Private,High School,38,Sales,27,50K-75K
27,Local-Gov,Bachelors,4,Exec-Managerial,45,25K-50K
27,Private,High School,11,Admin,37,<=25K
36,Self-Emp,Masters,11,Exec-Managerial,45,50K-75K
34,Private,Bachelors,14,Admin,37,25K-50K
38,Private,Associate,18,Prof-Specialty,43,50K-75K
31,Private,Associate,13,Sales,32,25K-50K
26,Private,Bachelors,4,Exec-Managerial,42,25K-50K
63,Local-Gov,High School,44,Admin,34,50K-75K
18,Private,Masters,0,Exec-Managerial,44,25K-50K
62,Self-Emp,Associate,41,Tech-Support,38,75K-100K
30,Private,High School,9,Craft-Repair,48,25K-50K
21,Private,High School,4,Prof-Specialty,37,25K-50K
18,Private,Associate,0,Other-Service,34,<=25K
57,Private,Associate,39,Other-Service,41,50K-75K
49,Private,Associate,31,,58,75K-100K
51,Self-Emp,Bachelors,31,Craft-Repair,48,50K-75K
45,Federal-Gov,Associate,27,Prof-Specialty,33,50K-75K
48,Private,Masters,23,Prof-Specialty,39,75K-100K
25,Local-Gov,Bachelors,6,Prof-Specialty,34,25K-50K
56,Private,Bachelors,34,,33,75K-100K
43,Private,High School,28,Tech-Support,40,50K-75K
51,Private,Associate,30,Prof-Specialty,37,50K-75K
20,Private,High School,0,Prof-Specialty,31,25K-50K
29,Private,Bachelors,10,Exec-Managerial,34,25K-50K
18,Private,Masters,0,Admin,40,25K-50K
61,Private,High School,44,Exec-Managerial,35,75K-100K
22,Private,High School,6,Farming-Fishing,39,<=25K
47,Private,Masters,22,Sales,34,50K-75K
47,Private,High School,32,Prof-Specialty,43,75K-100K
34,Private,Bachelors,12,Farming-Fishing,34,25K-50K
65,Private,Bachelors,46,Tech-Support,45,75K-100K
64,Self-Emp,Bachelors,44,Other-Service,37,75K-100K
40,Private,High School,25,Other-Service,22,25K-50K
32,Private,High School,11,Tech-Support,37,25K-50K
54,Self-Emp,Bachelors,30,Admin,44,50K-75K
38,Private,Masters,15,Sales,35,25K-50K
31,Self-Emp,Associate,11,Tech-Support,38,25K-50K
19,Private,High School,0,,44,<=25K
28,Private,Bachelors,5,Sales,52,25K-50K
56,Private,Masters,30,Other-Service,49,50K-75K
55,Private,Bachelors,35,Sales,40,50K-75K
51,Self-Emp,Doctorate,26,Farming-Fishing,44,50K-75K
55,Private,High School,34,Sales,40,50K-75K
51,Without-Pay,High School,31,Prof-Specialty,27,50K-75K
35,Private,Bachelors,16,Admin,50,25K-50K
47,Local-Gov,Bachelors,23,Sales,50,50K-75K
32,Private,High School,16,Sales,26,25K-50K
44,Private,High School,25,Admin,36,25K-50K
51,Private,Bachelors,28,Sales,52,50K-75K
55,Private,High School,38,Prof-Specialty,41,75K-100K
50,Self-Emp,Associate,33,Tech-Support,32,50K-75K
41,Private,Bachelors,22,Prof-Specialty,49,50K-75K
32,Private,Bachelors,9,Prof-Specialty,40,25K-50K
47,Private,Bachelors,23,Craft-Repair,50,50K-75K
59,Private,Associate,36,Other-Service,40,50K-75K
34,Private,Bachelors,11,Craft-Repair,22,25K-50K
22,Self-Emp,Bachelors,3,Exec-Managerial,54,50K-75K
46,Private,Bachelors,27,Tech-Support,31,50K-75K
21,Local-Gov,Bachelors,1,Exec-Managerial,36,25K-50K
27,Local-Gov,High School,11,Exec-Managerial,49,25K-50K
34,State-Gov,High School,17,Tech-Support,58,50K-75K
27,Private,High School,10,Exec-Managerial,39,50K-75K
34,Private,High School,14,Admin,42,25K-50K
37,Private,Bachelors,14,Sales,30,25K-50K
41,Local-Gov,Bachelors,18,Prof-Specialty,37,50K-75K
22,Local-Gov,Bachelors,1,Sales,48,25K-50K
51,Private,Bachelors,28,Admin,42,50K-75K
23,Private,Associate,1,,53,<=25K
19,Federal-Gov,Associate,0,Tech-Support,28,25K-50K
30,Private,Associate,12,Tech-Support,28,25K-50K
60,Private,High School,40,Tech-Support,34,75K-100K
60,Local-Gov,High School,41,Admin,34,50K-75K
65,State-Gov,Bachelors,41,Sales,47,75K-100K
28,Federal-Gov,Doctorate,3,Sales,36,25K-50K
64,Private,High School,46,Exec-Managerial,30,75K-100K
40,Private,High School,25,Tech-Support,43,50K-75K
33,Private,Bachelors,13,Craft-Repair,33,25K-50K
48,Private,High School,33,Exec-Managerial,31,75K-100K
28,Private,Bachelors,8,Prof-Specialty,48,25K-50K
33,Federal-Gov,Bachelors,11,Prof-Specialty,50,50K-75K
25,Federal-Gov,Masters,0,Tech-Support,47,25K-50K
21,Private,Associate,0,Farming-Fishing,33,<=25K
57,Private,Bachelors,32,Admin,35,50K-75K
21,Private,Associate,3,Sales,44,<=25K
42,Private,Bachelors,18,Sales,45,50K-75K
20,Private,Associate,0,Other-Service,38,<=25K
49,Private,High School,30,Other-Service,49,50K-75K
20,Private,Bachelors,0,Craft-Repair,23,25K-50K
44,Federal-Gov,Bachelors,23,Exec-Managerial,35,75K-100K
46,Private,Bachelors,21,Other-Service,57,50K-75K
49,Private,Bachelors,26,Admin,39,50K-75K
36,Self-Emp,Bachelors,14,Prof-Specialty,36,50K-75K
38,Private,High School,23,Other-Service,43,25K-50K
22,Local-Gov,Bachelors,1,Craft-Repair,32,25K-50K
35,Private,Bachelors,11,Sales,21,25K-50K
45,Federal-Gov,Masters,24,Prof-Specialty,64,75K-100K
59,Private,Masters,36,Sales,33,75K-100K
39,Private,High School,23,Admin,41,50K-75K
38,Private,Bachelors,18,Prof-Specialty,41,50K-75K
23,Local-Gov,High School,3,Sales,43,25K-50K
18,Private,Associate,0,Admin,33,<=25K
22,Private,Bachelors,0,Prof-Specialty,19,<=25K
58,Private,High School,37,Prof-Specialty,34,75K-100K
29,Private,Bachelors,10,Admin,40,25K-50K
43,Private,High School,23,Admin,40,50K-75K
63,Local-Gov,High School,43,Other-Service,52,75K-100K
51,Local-Gov,Bachelors,30,Admin,37,50K-75K
31,Private,Bachelors,9,Prof-Specialty,41,25K-50K
43,Private,Masters,17,Farming-Fishing,33,25K-50K
62,Private,Bachelors,37,Exec-Managerial,35,75K-100K
44,Private,Bachelors,23,Admin,56,50K-75K
26,Private,Associate,6,Tech-Support,34,25K-50K
43,Self-Emp,High School,25,Prof-Specialty,36,50K-75K
64,Private,High School,45,Craft-Repair,48,75K-100K
39,Private,Bachelors,19,Prof-Specialty,55,50K-75K
64,Self-Emp,Bachelors,45,Admin,46,75K-100K
47,,Associate,24,Admin,46,50K-75K
60,Private,Bachelors,40,Tech-Support,29,75K-100K
65,Self-Emp,Bachelors,44,Prof-Specialty,44,75K-100K
34,Private,High School,17,,37,50K-75K
43,Private,High School,22,,43,25K-50K
53,Private,Bachelors,31,Craft-Repair,37,75K-100K
18,Private,Bachelors,0,Prof-Specialty,35,25K-50K
25,Private,Masters,0,Other-Service,28,<=25K
52,Private,High School,35,Exec-Managerial,39,50K-75K
32,Private,Doctorate,7,Exec-Managerial,41,50K-75K
64,Private,High School,49,Exec-Managerial,23,75K-100K
39,Self-Emp,High School,18,Prof-Specialty,35,50K-75K
31,Private,Doctorate,4,Craft-Repair,37,25K-50K
43,State-Gov,High School,28,Prof-Specialty,44,50K-75K
45,State-Gov,Bachelors,26,Sales,35,50K-75K
40,State-Gov,High School,25,Prof-Specialty,45,50K-75K
31,Private,Bachelors,8,Tech-Support,42,25K-50K
41,Private,Masters,20,Craft-Repair,46,50K-75K
19,Private,High School,0,Admin,35,<=25K
62,Self-Emp,Bachelors,38,Admin,37,75K-100K
43,Private,High School,23,Admin,44,50K-75K
31,Self-Emp,Bachelors,12,Sales,31,25K-50K
24,Private,High School,6,Admin,39,25K-50K
20,Private,High School,4,Admin,47,25K-50K
64,Private,High School,44,Tech-Support,34,50K-75K
40,Private,High School,21,Admin,42,25K-50K
63,Private,Masters,39,Craft-Repair,39,75K-100K
60,Federal-Gov,Associate,43,Admin,51,75K-100K
64,Private,High School,46,Other-Service,40,50K-75K
62,Private,Associate,42,Other-Service,44,50K-75K
35,Private,High School,14,Sales,38,25K-50K
55,Private,Bachelors,35,Admin,35,50K-75K
52,Private,Doctorate,28,Admin,41,75K-100K
32,Self-Emp,Associate,14,Prof-Specialty,35,50K-75K
42,State-Gov,Masters,16,Prof-Specialty,48,50K-75K
54,State-Gov,Bachelors,34,Tech-Support,49,75K-100K
45,Private,High School,28,Sales,40,25K-50K
27,Private,Bachelors,4,Exec-Managerial,36,50K-75K
56,Self-Emp,Bachelors,32,Tech-Support,41,50K-75K
34,Private,Bachelors,15,Other-Service,29,25K-50K
56,Private,Masters,34,Tech-Support,33,50K-75K
39,Self-Emp,Associate,18,Sales,31,25K-50K
43,Self-Emp,Masters,22,Admin,34,25K-50K
61,Private,Bachelors,42,Prof-Specialty,35,75K-100K
42,Private,Associate,20,Tech-Support,29,50K-75K
34,Private,Bachelors,13,Sales,37,25K-50K
30,Private,High School,11,Sales,38,25K-50K
37,Private,Doctorate,11,Tech-Support,44,50K-75K
